Bigram,word count,file count
skinny bitches,14,14
bitches when,8,8
when theyre,2,2
theyre due,1,1
its bi,1,1
bi i,3,3
i wish,72,63
wish you,8,8
you many,1,1
many big,1,1
hoes mane,1,1
mane shit,1,1
shit ima,1,1
ima turn,2,2
turn up,13,12
up for,32,32
for your,17,17
your bi,3,3
bi too,3,3
just hand,1,1
hand them,1,1
them the,5,5
the game,23,23
game you,1,1
you zebra,1,1
zebra jack,1,1
jack asses,1,1
asses and,1,1
and save,1,1
save us,1,1
us all,2,2
the trouble,1,1
trouble of,1,1
of watching,1,1
boys want,1,1
want bad,1,1
and dummies,1,1
dummies men,1,1
men want,1,1
want strong,1,1
strong women,1,1
women who,7,7
who respect,2,2
respect themselves,2,2
themselves and,2,2
and support,1,1
support his,1,1
his grind,1,1
grind while,1,1
while handling,1,1
handling hers,1,1
lol duhh,1,1
duhh but,1,1
but ima,4,4
ima get,5,5
my neck,2,2
neck tomorrow,1,1
tomorrow so,2,2
dont be,94,93
be mad,25,23
mad hoe,1,1
pornandroidiphoneipadsexxxx beach,1,1
beach caught,1,1
caught a,5,5
a girl,86,85
girl rubbing,1,1
rubbing her,3,3
her pussy,106,101
pussy in,32,32
in nude,1,1
nude beach,1,1
be serious,1,1
he loves,2,1
loves juggling,1,1
juggling it,1,1
it all,20,20
all around,4,4
around it,1,1
it he,1,1
loves the,1,1
the fast,2,2
fast life,1,1
life im,4,4
im sure,12,12
sure hes,2,2
hes already,1,1
already grinded,1,1
grinded on,1,1
on amcon,1,1
amcon hoes,1,1
hoes as,1,1
as well,18,18
still dont,10,10
dont give,34,34
give a,70,66
a fuck,49,44
fuck bout,2,2
bout a,20,20
bitch or,33,32
or her,3,3
her dude,1,1
this why,5,5
i need,105,102
need bitches,2,2
its too,8,8
too early,6,6
early dont,1,1
dont annoy,1,1
annoy me,3,3
me dont,6,6
dont come,7,7
come back,18,18
back from,3,3
from ya,1,1
ya fun,1,1
fun filled,1,1
filled weekend,1,1
weekend and,3,3
and give,4,4
give me,44,44
me attitude,1,1
attitude hoe,1,1
fuck you,106,104
get out,33,31
my mentions,8,8
mentions malzeno,1,1
then send,2,2
send them,4,4
bitches through,1,1
through express,1,1
express mail,1,1
mail overnight,1,1
overnight delivery,1,1
rt lifes,5,5
lifes a,10,10
because if,3,3
if it,23,22
a slut,13,12
slut it,1,1
it would,8,8
be easy,1,1
this hairstylist,1,1
hairstylist in,1,1
the mall,11,11
mall gone,1,1
gone ask,2,2
ask nesha,1,1
nesha wats,1,1
wats under,1,1
under that,1,1
that beenie,1,1
beenie this,1,1
bitch said,21,21
said her,5,5
her momma,3,3
momma lmfaoooo,1,1
at my,31,31
my club,1,1
club ho,1,1
stop snitching,1,1
snitching faggot,1,1
faggot ill,2,2
ill snap,1,1
snap you,1,1
a nude,1,1
nude but,1,1
but promise,1,1
promise you,3,3
you wont,15,15
wont screenshot,1,1
screenshot dont,1,1
dont worry,9,9
worry baby,1,1
baby i,10,10
i wont,30,29
vienna sausage,1,1
sausage clit,1,1
clit i,1,1
i suck,6,2
suck dat,1,1
bitch dont,71,71
dont yall,2,2
yall eva,1,1
eva believe,1,1
believe a,1,1
a colored,6,6
colored man,7,7
man dont,7,7
dont eat,9,9
eat no,1,1
no pussay,1,1
this nigga,48,48
nigga fucking,2,2
fucking a,12,12
bitch at,34,34
at svsu,1,1
svsu while,1,1
while me,1,1
me rj,1,1
rj and,1,1
and b,1,1
b been,1,1
been waiting,3,3
waiting in,2,2
the car,11,11
car for,1,1
for minutes,3,3
minutes now,1,1
have fun,10,10
fun getting,1,1
getting depo,1,1
depo you,1,1
you fucking,31,31
fucking faggot,4,4
rt ima,10,10
ima catfish,1,1
catfish a,1,1
bitch with,63,63
with fake,2,2
fake arms,1,1
rt it,24,24
aint nuttin,6,6
nuttin to,3,3
to cut,34,34
cut that,30,30
bitch off,39,39
to jump,4,4
jump in,3,3
the shop,1,1
shop on,2,2
on fritag,1,1
fritag for,1,1
for beers,1,1
beers hate,1,1
hate looking,1,1
looking like,19,19
like odd,1,1
odd i,1,1
get fags,1,1
fags tae,1,1
tae going,1,1
to look,15,15
a junkie,1,1
rt just,33,33
little closer,1,1
closer bitch,1,1
just dropped,2,2
dropped dat,1,1
dat fine,1,1
fine ass,6,6
ass woman,2,2
woman we,1,1
we has,1,1
has da,2,2
da best,1,1
best chicken,2,2
chicken eva,1,1
eva i,1,1
i spectin,1,1
spectin some,1,1
some lovin,1,1
lovin but,1,1
but she,37,37
she a,73,69
a lady,13,13
lady and,2,2
and da,5,5
da colored,6,6
colored thang,1,1
bring another,7,7
bitch for,50,49
a real,87,83
real nigga,31,31
lmao these,2,2
if i,144,141
i fav,1,1
fav your,1,1
your pic,1,1
pic that,1,1
that means,11,11
means dm,1,1
dm me,6,6
me hoe,17,16
eattin all,1,1
all this,10,10
this pussy,18,18
pussy im,9,9
im sta,4,4
sta to,9,9
get chubby,1,1
your a,27,25
a nigga,190,181
and you,78,75
you use,3,3
use the,16,16
the term,8,8
term yassssssssss,1,1
yassssssssss im,1,1
just gon,7,7
na assume,1,1
assume your,2,2
a fag,42,42
rt happy,12,12
happy bi,34,33
bi fag,2,2
fag boy,5,5
i fucked,32,32
fucked your,10,10
bitch how,16,16
how you,57,57
you feel,12,12
rt schools,1,1
schools a,1,1
haha my,2,2
nigga coco,2,2
coco i,2,2
cant wait,21,21
wait to,12,12
to fuckkk,1,1
fuckkk like,1,1
a hunna,1,1
hunna hoes,1,1
hoes this,3,3
this summer,7,7
summer haha,1,1
haha jk,1,1
bitch got,57,56
got k,3,3
k followers,7,7
followers but,3,3
but drive,1,1
drive a,3,3
a honda,1,1
nigga you,30,30
you done,4,4
done bumped,1,1
bumped yo,1,1
yo head,2,2
head li,1,1
li nings,1,1
nings fire,1,1
fire but,1,1
but kobe,1,1
kobe elite,1,1
elite golds,1,1
golds are,1,1
are trash,7,7
my neighbors,1,1
neighbors hate,1,1
hate me,11,11
me cuz,6,6
cuz i,22,21
i smoke,8,8
smoke weed,10,10
weed and,5,5
and blast,1,1
blast the,1,1
the most,55,53
most ghetto,2,2
ghetto music,1,1
music from,1,1
from my,16,16
my room,4,4
rt vonte,1,1
vonte not,1,1
not tweeting,2,2
tweeting like,3,3
bitch finally,1,1
lmfao bitch,5,5
got her,17,17
her shit,8,8
shit rocked,1,1
you should,27,27
should feel,1,1
feel disrespected,1,1
disrespected if,1,1
bitch try,9,9
try to,52,52
to suck,15,15
suck you,1,1
you up,17,17
up with,62,62
with dry,1,1
dry lips,1,1
rt good,19,19
good morning,11,11
morning to,2,2
to you,68,67
you too,16,16
too sunshine,1,1
sunshine rt,1,1
rt di,1,1
di bitch,8,8
fuck around,14,11
around amp,3,3
amp take,3,3
take them,3,3
hoes back,3,3
i been,39,35
been thugging,1,1
thugging theses,1,1
theses hoes,4,4
hoes since,5,5
since preschool,1,1
ig be,1,1
be the,63,62
the bid,2,2
bid bitches,1,1
bitches an,7,7
an these,1,1
these dumb,3,3
dumb ass,41,41
ass faces,1,1
faces lol,2,2
rt white,9,9
white hoes,7,7
hoes still,7,7
still wear,2,2
wear uggs,1,1
uggs in,1,1
in hot,2,2
hot ass,2,2
ass weather,1,1
weather cuh,1,1
but if,28,28
if we,13,13
we loved,1,1
loved again,2,2
again i,7,7
swear id,1,1
id love,2,2
you right,8,8
right btw,1,1
btw bitch,1,1
better not,10,10
not be,23,23
be googling,1,1
googling these,1,1
these lyrics,1,1
lyrics mine,1,1
mine is,1,1
is from,5,5
from the,60,59
the lt,1,1
that bit,1,1
bit donovan,1,1
donovan got,1,1
got dvds,1,1
dvds droppin,1,1
droppin and,1,1
and all,37,37
see ya,9,9
ya lha,1,1
lha bitch,3,3
bi to,15,15
to love,6,6
love ya,3,3
ya bitch,59,59
bitch we,44,42
we were,11,10
were cute,2,2
cute back,1,1
back in,28,28
in and,10,10
and we,22,22
we still,10,10
still are,2,2
yall saying,1,1
saying you,4,4
you wouldnt,5,5
wouldnt eat,2,2
eat her,22,17
pussy more,3,3
more for,2,2
for me,62,62
amo los,1,1
los pies,1,1
pies fuck,1,1
fuck yeah,10,10
my phone,36,36
phone acting,1,1
acting retarded,1,1
nah gurl,1,1
gurl this,1,1
pussy private,1,1
pornandroidiphoneipadsexxxx japanese,2,2
japanese young,1,1
young japanese,3,3
japanese girls,3,3
girls hairy,2,2
hairy cunt,2,2
cunt creampied,1,1
dont retweet,1,1
retweet my,1,1
my question,2,2
question psh,1,1
psh nasty,1,1
nasty ass,8,8
ass ho,2,2
this how,2,2
how most,2,2
most of,25,25
of yall,43,42
yall side,3,3
side hoes,22,22
hoes gone,13,13
gone look,2,2
look on,2,2
on valentines,1,1
day lol,2,2
shut the,39,39
fuck up,69,68
up you,27,27
you cry,4,4
cry baby,2,2
baby all,1,1
all you,66,66
you do,40,40
is bitch,21,21
and whine,4,4
whine about,1,1
about life,4,4
life shits,1,1
shits retarded,2,2
rt a,74,74
a street,2,2
street nigga,3,3
nigga dont,13,13
dont love,45,45
love nobody,2,2
nobody if,1,1
aint his,2,2
his day,2,2
day one,2,2
one bitch,15,14
bitch nigga,57,56
that outside,1,1
outside dick,1,1
dick keep,1,1
keep dem,2,2
dem hoes,16,15
hoes sick,2,2
harvard got,1,1
got the,68,68
the worst,12,12
worst hoes,1,1
hoes cheerleading,1,1
cheerleading in,1,1
in america,5,5
i miss,27,26
miss having,1,1
having jihadist,1,1
jihadist bitches,1,1
bitches in,72,71
in my,154,152
my crosshairs,1,1
crosshairs ahhh,1,1
ahhh the,1,1
the good,8,8
good ol,2,2
ol days,1,1
rt porn,3,3
porn ads,1,1
ads be,1,1
be convincing,1,1
convincing af,1,1
af click,1,1
click here,1,1
here and,7,7
bitches will,21,21
will appear,1,1
appear in,1,1
your bed,2,2
bed you,1,1
you damn,3,3
damn right,4,4
right ima,1,1
ima click,1,1
click that,1,1
shit nigga,7,6
rt steals,1,1
steals your,1,1
rt see,1,1
see rt,1,1
rt your,22,22
pussy amp,9,9
amp personality,1,1
personality got,1,1
ta be,33,33
be trash,5,5
trash if,2,2
nigga stopped,1,1
stopped talking,1,1
you after,4,4
after sex,2,2
i took,11,11
took the,3,3
the bitch,154,148
bitch down,11,10
down in,5,4
the set,3,1
set yo,2,1
yo bitch,183,180
get around,3,3
around in,8,8
set i,2,2
i dicked,1,1
dicked the,1,1
rt running,1,1
running a,3,3
a train,4,4
train is,1,1
is fucking,18,18
you finish,3,3
finish then,1,1
then somebody,1,1
somebody else,3,3
else come,1,1
come in,7,6
fuck the,37,36
bitch thats,49,48
thats a,36,36
a gangbang,1,1
gangbang speak,1,1
speak of,1,1
hating on,10,10
me then,10,10
then bitch,13,13
bitch whats,5,5
whats good,6,6
i mean,32,32
mean if,3,3
if she,62,61
a cunt,60,56
cunt then,1,1
then she,17,17
cunt it,1,1
it happens,1,1
rt why,41,41
why yall,7,7
yall hoes,76,76
hoes in,37,37
in such,1,1
a hurry,1,1
hurry to,1,1
be single,3,3
single mothers,1,1
know i,30,29
know them,1,1
them streets,1,1
streets they,1,1
they fuck,3,3
with me,74,71
me strong,1,1
strong and,1,1
and them,6,6
bitches gon,13,13
gon fuck,5,5
fuck just,2,2
just because,16,16
because money,2,2
brooo chinese,1,1
chinese sounds,1,1
sounds goooood,1,1
goooood then,1,1
then a,43,42
hoe rn,2,2
rn but,1,1
but my,23,23
my momma,14,14
momma making,1,1
making carne,1,1
carne con,1,1
con chile,1,1
chile so,1,1
gucci with,1,1
with that,46,46
never trust,12,11
trust a,24,23
bitch that,110,109
that try,1,1
a side,11,11
side bitch,42,42
pornandroidiphoneipadsexxxx fisting,3,3
fisting dude,1,1
dude fists,1,1
fists his,1,1
his wifes,1,1
wifes big,1,1
big pussy,4,4
i bet,39,39
bet i,8,8
fuck yo,16,16
bitch tho,11,11
bitches please,2,2
please in,1,1
in napa,1,1
napa fewer,1,1
fewer than,1,1
than people,1,1
people were,1,1
were injured,1,1
injured and,1,1
and literally,1,1
literally of,1,1
of those,17,17
those were,1,1
were repo,1,1
repo as,1,1
as critical,1,1
why no,1,1
one likes,4,4
likes you,7,7
you because,7,7
because youre,11,11
and a,77,76
hoe on,16,16
on the,251,247
the internet,11,11
internet you,1,1
hoe irl,1,1
he seems,1,1
seems like,6,6
a weak,7,7
weak faggot,1,1
faggot so,1,1
so probably,1,1
probably yea,1,1
this could,2,2
could be,15,15
be my,16,16
my last,8,8
last breath,1,1
breath ima,1,1
ima take,2,2
take my,12,12
my time,10,10
time cause,1,1
cause ima,3,3
ima go,2,2
go out,19,18
same way,3,3
way i,9,9
i came,7,7
came in,5,5
in right,2,2
by the,27,27
pussy with,15,15
with nothin,1,1
nothin on,2,2
my mind,19,18
that awkward,4,4
awkward moment,5,5
moment when,13,13
you hold,4,4
hold the,3,3
the door,15,12
door for,4,4
for someone,6,6
someone and,4,4
and they,31,31
they use,2,2
door next,2,2
to it,10,10
it like,12,12
like bitch,75,75
better back,3,3
back th,1,1
rt hoes,32,32
hoes is,17,17
is hoes,10,10
hoes niggas,2,2
mad cuhz,1,1
cuhz they,1,1
they be,24,24
tryna cuff,2,2
cuff the,1,1
the hoes,129,128
hoes cuh,1,1
cause im,19,19
im tired,20,20
tired of,42,42
you big,2,2
big bitches,5,5
bitches coming,2,2
coming for,6,6
for us,8,8
us skinny,1,1
skinny girls,5,4
ask your,2,2
your boy,2,2
boy jason,1,1
jason keiffer,1,1
keiffer is,1,1
is he,5,5
still tryna,3,3
tryna to,1,1
get his,5,5
his one,1,1
one on,2,2
on one,7,7
one and,5,5
and y,1,1
y he,2,2
he block,1,1
block me,5,5
me pussy,11,11
pussy boy,15,15
sauerkraut saul,1,1
saul is,1,1
a punk,5,5
punk ass,10,10
ta for,1,1
for the,174,157
the bitches,101,101
bitches outta,1,1
outta line,5,5
we doing,3,3
doing it,6,6
it lizard,1,1
lizard unless,1,1
unless you,13,13
you skype,1,1
skype us,1,1
us bitches,3,3
yall bitches,65,65
bitches fake,8,8
she really,7,7
really asked,1,1
asked me,5,5
me that,23,23
that dead,1,1
dead ass,2,2
ass serious,1,1
serious tho,1,1
tho all,1,1
could say,5,5
say was,2,2
was bitch,6,6
bitch wheet,1,1
wheet lol,1,1
cant do,12,12
do shit,12,12
shit right,3,3
right now,67,64
now but,9,9
down to,21,21
get into,4,4
into something,1,1
something tonight,1,1
tonight if,2,2
if u,77,73
u are,4,4
are nig,1,1
rt hate,8,8
hate shit,2,2
shit like,36,36
like this,46,46
cant make,6,6
make a,51,48
a decent,1,1
decent meal,1,1
meal but,1,1
but can,2,2
can take,11,11
a hell,1,1
hell of,1,1
a thirst,3,3
thirst trap,3,3
the old,9,9
old bitch,17,17
bitch hoe,5,5
fuck her,43,39
pussy fuck,11,11
her mouth,10,10
mouth fuck,2,2
her ass,44,42
ass cause,3,3
cause she,22,22
she nasty,2,2
rt dont,60,60
ever be,11,11
be afraid,2,2
afraid to,8,8
to double,1,1
double bitch,1,1
down ppl,1,1
ppl always,1,1
always expect,1,1
expect you,2,2
you to,45,42
im sorry,29,26
sorry if,2,2
got loud,1,1
loud or,1,1
or im,3,3
sorry to,2,2
to s,2,2
bet if,1,1
we took,2,2
took a,11,11
a twitter,11,11
twitter cencus,1,1
cencus itd,1,1
itd be,3,3
at least,35,35
least basic,1,1
basic ass,9,9
ass bitches,61,59
im use,2,2
use to,27,26
to these,23,23
idgaf about,10,10
about these,5,5
these money,1,1
money hungry,3,3
hungry bitches,2,2
lol i,37,36
i never,42,42
never understood,3,3
understood retards,1,1
retards who,1,1
who use,2,2
the atm,1,1
atm and,1,1
and pay,2,2
pay a,1,1
a fee,1,1
fee to,1,1
get and,2,2
and put,7,7
put it,7,7
it in,28,26
in gas,1,1
gas so,2,2
the dont,1,1
dont pay,6,6
pay the,7,7
the credit,1,1
credit price,1,1
you cracking,1,1
cracking jokes,1,1
jokes on,5,5
on your,55,55
friend in,1,1
bitch take,7,7
take it,14,14
it to,29,29
to far,1,1
you have,63,62
have chemistry,1,1
chemistry the,1,1
only other,2,2
other thing,1,1
thing you,4,4
need is,9,9
is timing,1,1
timing but,1,1
but timings,1,1
timings a,1,1
the great,3,3
great qbs,1,1
qbs fold,1,1
fold under,1,1
under pressure,1,1
pressure gshit,1,1
gshit if,1,1
u blitz,1,1
blitz peyton,1,1
peyton ass,1,1
ass he,1,1
he gon,7,7
gon gook,1,1
gook out,1,1
you can,101,100
can buy,6,6
buy a,16,16
bitch erything,1,1
erything in,1,1
the world,44,44
world i,2,2
she still,7,7
still find,2,2
find something,2,2
something to,16,16
to complain,3,3
complain about,11,11
rt twitter,9,9
twitter jail,3,3
jail is,2,2
is pointless,2,2
pointless your,2,2
your suppose,2,2
suppose to,22,21
to tweet,6,6
tweet they,2,2
they need,4,4
need instagram,2,2
instagram jail,2,2
jail for,5,5
for hoes,13,13
hoes doing,2,2
doing shout,2,2
shout out,20,18
out for,17,17
for shout,2,2
out all,3,3
all fucking,3,3
fucking d,1,1
every female,4,4
female owns,1,1
owns a,1,1
a thong,3,3
thong if,1,1
she wear,1,1
wear thongs,1,1
thongs she,1,1
hoe lol,23,23
lol both,1,1
both facts,1,1
rikanya ltltlt,1,1
ltltlt get,1,1
get this,23,23
my dm,2,2
sighs not,1,1
not a,101,96
woman learn,1,1
learn the,4,4
the difference,9,9
difference i,1,1
know im,17,17
im fat,1,1
fat its,1,1
called a,19,19
a scarf,4,3
scarf dumbass,1,1
riding in,1,1
that ooo,1,1
ooo bitch,1,1
bitch its,32,32
its nasty,2,2
all them,17,17
bitches far,1,1
far as,2,2
fuck from,1,1
from us,2,2
us we,2,2
we got,19,19
got el,1,1
el gran,1,1
gran pollo,1,1
pollo up,1,1
up this,6,6
this way,3,3
way and,1,1
and it,25,25
it serves,1,1
serves us,1,1
us well,1,1
been watching,1,1
watching madea,1,1
madea plays,1,1
plays every,1,1
every night,6,6
night singing,1,1
singing ass,1,1
dont see,10,10
see how,15,15
how ud,1,1
ud get,1,1
pussy when,14,11
when u,35,35
u yourself,1,1
yourself are,2,2
are a,45,45
a pussy,186,184
janemba is,1,1
is better,5,5
than yo,4,4
yo pussy,15,15
cant treat,2,2
treat these,2,2
like ladies,2,2
fuck staten,1,1
staten island,1,1
island place,1,1
place is,1,1
for pussies,9,9
lmfaoooo fizz,1,1
fizz baby,1,1
baby mama,4,4
mama snatched,1,1
snatched that,1,1
bitch soul,3,3
you another,2,2
another nigga,19,18
nigga wcw,1,1
wcw you,1,1
bitch basic,2,2
basic if,1,1
she trippin,2,2
trippin off,2,2
off your,7,7
your social,1,1
social networks,5,5
networks profiles,1,1
someone told,3,3
told me,50,49
cuz some,1,1
some ppl,1,1
ppl like,1,1
use it,3,3
it as,2,2
as bitch,9,9
bitch some,6,6
some females,3,3
females dont,2,2
like being,9,9
being calles,1,1
calles female,1,1
female but,1,1
but meh,1,1
meh shrugs,1,1
bitch stfu,10,10
stfu u,2,2
u livin,1,1
livin off,1,1
off our,1,1
our tax,1,1
tax money,2,2
money too,2,2
too we,3,3
we pay,1,1
pay shit,1,1
shit just,7,7
like u,18,18
u so,8,8
dont get,65,65
get that,18,18
that white,7,7
white power,1,1
power shit,1,1
to head,1,1
its knives,1,1
knives bitch,1,1
freaky bitch,3,3
bitch hi,1,1
cant fuck,17,17
with hoe,2,2
hoe niggas,9,9
niggas i,12,12
cant trust,25,21
trust these,26,24
hoes niether,1,1
every day,9,9
day i,9,9
i wake,9,9
wake up,35,35
up celebrating,2,2
celebrating why,2,2
just dodged,3,3
dodged a,3,3
a bullet,6,6
bullet from,3,3
from a,25,25
crazy bitch,25,25
rt had,7,7
to block,3,3
block his,1,1
his bitch,41,41
bitch ass,215,214
on twitter,61,61
twitter say,2,2
say she,13,12
she ridin,1,1
ridin for,2,2
a niggah,29,29
niggah thats,2,2
thats why,50,49
i really,47,47
really fuck,2,2
with her,43,43
her she,15,15
she down,1,1
to pull,10,10
pull the,4,4
the trigger,4,4
bitch on,59,59
on maury,2,2
maury a,1,1
a thug,7,7
bitches need,24,24
a tan,1,1
hoe im,15,15
at work,23,23
work til,1,1
til like,1,1
yall aint,8,8
aint tell,2,2
tell me,55,53
me young,1,1
young thug,6,6
thug nails,1,1
nails look,1,1
then mine,2,2
mine lol,1,1
lol fckin,1,1
fckin faggot,1,1
wish someone,1,1
someone would,3,3
would make,6,6
a song,15,15
song about,2,2
how these,7,7
aint loyal,79,79
bitch your,19,18
